Reef.ID,Reef.Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code,S1,S2,S3,S4,Errors.,What.errors.,Average_bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Region,Diversity,rate_of_SST_change,Longitude.Degrees,Latitude.Degrees
151.44.25W.16.5.20.7S,Motu Tae,Pacific,French Polynesia,Tuamotu Archipelago,,2009,9-Sep-09,10,Bleaching (% of population),0,0,0,0,FALSE,,0,299.99,299.25,300.73,297.5,305.04,1.09,6,-0.33,0.68,0,-3.9,3.11,3,3.27,15,3,0,1.87,12.85,0.99,-2.69,1.09,-4.44,3.09,-1.2,0,1.51,7,0,0,1.08,9.44,0.31,ERG116,117,0.000126263,-145.7402778,-16.08908333
151.27.43.9W.16.30.48.9S,Te Tamanu,Pacific,French Polynesia,Tuamotu Archipelago,Fakarava,2010,10-Aug-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,299.38,299.47,300.66,297.63,303.98,1.15,9,0.21,0.67,0,-2.94,2.31,11,3.11,16,3,1.07,1.7,9.23,1.02,-2.4,1.15,-4.25,2.09,-1.21,2,1.63,6,1,0,1.1,7.36,0.36,ERG116,117,0.000126263,-145.4621944,-16.51358333
NSTuripaua,Turipaua,Pacific,French Polynesia,Tuamotu Archipelago,Manihi,2008,1-Oct-08,2,Bleaching (% of population),0,0,0,0,FALSE,,0,300.93,299.64,301.04,297.76,304.85,1.02,8,-0.58,0.66,0,-2.59,3.15,0,4.14,22,2,0,2.1,16.3,0.95,-2.31,1.02,-4.19,2.89,-0.89,0,1.94,8,1,0,1.24,10.63,0.4,ERG116,117,0.001237374,-146.0476944,-14.46394444
NSTuripaua,Turipaua,Pacific,French Polynesia,Tuamotu Archipelago,Manihi,2009,9-Oct-09,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.06,299.92,301.04,297.76,304.85,1.02,5,-0.39,0.66,0,-2.59,3.15,0,4.14,22,2,0,2.1,16.3,0.95,-2.03,1.02,-4.19,2.89,-0.89,0,1.94,8,1,0,1.24,10.63,0.4,ERG116,117,0.001237374,-146.0476944,-14.46394444
NSTuripaua,Turipaua,Pacific,French Polynesia,Tuamotu Archipelago,Manihi,2010,1-Oct-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,300.93,299.39,301.04,297.76,304.85,1.02,6,-0.77,0.66,0,-2.59,3.15,2,4.14,22,2,0,2.1,16.3,0.95,-2.56,1.02,-4.19,2.89,-0.89,1,1.94,8,1,0,1.24,10.63,0.4,ERG116,117,0.001237374,-146.0476944,-14.46394444
121.28.59E.22.40.53N,Chaikou,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.3,302.04,299.9,293.72,304.57,1.89,4,0.54,0.95,0,-4.4,3.05,7,5.03,26,7,2.68,3.09,18.75,2.56,-0.05,1.89,-8.36,2.48,-2.18,2,1.53,7,1,2.62,1.11,8.63,0.38,ERG056,381,0.029772727,121.4830556,22.68138889
121.28.59E.22.40.53N,Chaikou,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,300.3,302.04,299.9,293.72,304.57,1.89,4,0.54,0.95,0,-4.4,3.05,7,5.03,26,7,2.68,3.09,18.75,2.56,-0.05,1.89,-8.36,2.48,-2.18,2,1.53,7,1,2.62,1.11,8.63,0.38,ERG056,381,0.029772727,121.4830556,22.68138889
121.29.51E.22.40.39N,General Rock,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.16,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,ERG056,381,0.029772727,121.4975,22.6775
121.29.51E.22.40.39N,General Rock,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.16,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,ERG056,381,0.029772727,121.4975,22.6775
121.29.35E.22.40.39N,Gong-guan,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.16,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,ERG056,381,0.029772727,121.4930556,22.6775
121.29.35E.22.40.39N,Gong-guan,Pacific,Taiwan,Taitung,Green Island,2010,11-Sep-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.16,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,ERG056,381,0.029772727,121.4930556,22.6775
120.22.16E.22.21.16N,Beauty Cave,Pacific,Taiwan,Pingtung,Liuqiu,2010,4-Oct-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,299.44,302.12,299.69,294.35,304.26,2.11,6,1.07,0.88,0,-5.15,2.65,8,4.49,25,6,4.22,2.41,11.19,2.03,-0.13,2.11,-7.89,2,-2.55,2,1.25,5,1,2.63,0.9,5.82,0.32,ERG056,381,0.027373737,120.3711111,22.35444444
120.22.16E.22.21.16N,Beauty Cave,Pacific,Taiwan,Pingtung,Liuqiu,2010,4-Oct-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,299.44,302.12,299.69,294.35,304.26,2.11,6,1.07,0.88,0,-5.15,2.65,8,4.49,25,6,4.22,2.41,11.19,2.03,-0.13,2.11,-7.89,2,-2.55,2,1.25,5,1,2.63,0.9,5.82,0.32,ERG056,381,0.027373737,120.3711111,22.35444444
120.21.56E.22.19.23N,Houshi,Pacific,Taiwan,Pingtung,Liuqiu,2010,4-Oct-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,299.51,301.78,299.77,294.33,304.72,2.11,6,0.63,0.87,0,-5.28,2.75,7,4.53,20,6,3.89,2.49,12.45,1.98,-0.53,2.11,-7.98,2.4,-2.53,2,1.52,7,1,2.35,1.07,7.5,0.33,ERG056,381,0.027373737,120.3655556,22.32305556
120.21.56E.22.19.23N,Houshi,Pacific,Taiwan,Pingtung,Liuqiu,2010,4-Oct-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,299.51,301.78,299.77,294.33,304.72,2.11,6,0.63,0.87,0,-5.28,2.75,7,4.53,20,6,3.89,2.49,12.45,1.98,-0.53,2.11,-7.98,2.4,-2.53,2,1.52,7,1,2.35,1.07,7.5,0.33,ERG056,381,0.027373737,120.3655556,22.32305556
121.54.864E.25.7.583N,Bitou,Pacific,Taiwan,Taipei County,,2010,11-Jul-10,2.2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.02,299.69,296.82,290.05,303.33,3.17,5,-1.19,1.13,0,-3.55,5.23,5,6.7,35,8,1.8,4.9,26.37,3.47,-1.53,3.17,-11.17,2.1,-4.38,2,1.07,4,0,1.22,0.8,5.1,0.26,ERG056,381,0.034217171,121.9143889,25.12638889
121.54.864E.25.7.583N,Bitou,Pacific,Taiwan,Taipei County,,2010,11-Jul-10,4.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.02,299.69,296.82,290.05,303.33,3.17,5,-1.19,1.13,0,-3.55,5.23,5,6.7,35,8,1.8,4.9,26.37,3.47,-1.53,3.17,-11.17,2.1,-4.38,2,1.07,4,0,1.22,0.8,5.1,0.26,ERG056,381,0.034217171,121.9143889,25.12638889
121.54.864E.25.7.583N,Bitou,Pacific,Taiwan,Taipei County,,2010,11-Jul-10,3,Bleaching (% of population),0,0,0,0,FALSE,,0,301.02,299.69,296.82,290.05,303.33,3.17,5,-1.19,1.13,0,-3.55,5.23,5,6.7,35,8,1.8,4.9,26.37,3.47,-1.53,3.17,-11.17,2.1,-4.38,2,1.07,4,0,1.22,0.8,5.1,0.26,ERG056,381,0.034217171,121.9143889,25.12638889
121.54.864E.25.7.583N,Bitou,Pacific,Taiwan,Taipei County,,2010,11-Jul-10,11.5,Bleaching (% of population),1,0,0,0,FALSE,,0.25,301.02,299.69,296.82,290.05,303.33,3.17,5,-1.19,1.13,0,-3.55,5.23,5,6.7,35,8,1.8,4.9,26.37,3.47,-1.53,3.17,-11.17,2.1,-4.38,2,1.07,4,0,1.22,0.8,5.1,0.26,ERG056,381,0.034217171,121.9143889,25.12638889
121.49.333E.25.8.178N,Fanzaiao,Pacific,Taiwan,Taipei County,,2010,17-Jul-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.78,300.91,296.67,289.57,303.73,3.36,4,-0.12,1.15,0,-4.22,5.45,5,5.64,24,9,1.17,5.14,35.04,3.69,-0.25,3.36,-11.59,2.56,-4.48,1,1.32,5,1,0,1.11,8.36,0.38,ERG056,381,0.034217171,121.8222222,25.13630556
121.49.333E.25.8.178N,Fanzaiao,Pacific,Taiwan,Taipei County,,2010,17-Jul-10,8,Bleaching (% of population),0,0,0,0,FALSE,,0,300.78,300.91,296.67,289.57,303.73,3.36,4,-0.12,1.15,0,-4.22,5.45,5,5.64,24,9,1.17,5.14,35.04,3.69,-0.25,3.36,-11.59,2.56,-4.48,1,1.32,5,1,0,1.11,8.36,0.38,ERG056,381,0.034217171,121.8222222,25.13630556
121.55.201E.25.6.809N,Longdongwan,Pacific,Taiwan,Taipei County,Gongliao,2010,10-Jul-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,300.92,299.49,296.85,290.05,303.23,3.09,5,-1.29,1.13,0,-3.94,5.32,8,7.04,31,9,1.9,5.1,28.94,3.54,-1.62,3.09,-11.05,2.11,-4.25,1,1.23,6,0,1.33,0.89,7.58,0.28,ERG056,381,0.034217171,121.9200278,25.11347222
121.55.201E.25.6.809N,Longdongwan,Pacific,Taiwan,Taipei County,Gongliao,2010,10-Jul-10,5.1,Bleaching (% of population),0,0,0,0,FALSE,,0,300.92,299.49,296.85,290.05,303.23,3.09,5,-1.29,1.13,0,-3.94,5.32,8,7.04,31,9,1.9,5.1,28.94,3.54,-1.62,3.09,-11.05,2.11,-4.25,1,1.23,6,0,1.33,0.89,7.58,0.28,ERG056,381,0.034217171,121.9200278,25.11347222
121.55.201E.25.6.809N,Longdongwan,Pacific,Taiwan,Taipei County,Gongliao,2010,10-Jul-10,7,Bleaching (% of population),0,0,0,0,FALSE,,0,300.92,299.49,296.85,290.05,303.23,3.09,5,-1.29,1.13,0,-3.94,5.32,8,7.04,31,9,1.9,5.1,28.94,3.54,-1.62,3.09,-11.05,2.11,-4.25,1,1.23,6,0,1.33,0.89,7.58,0.28,ERG056,381,0.034217171,121.9200278,25.11347222
119.30.49E.23.15.19N,South Beach at Dongyuping,Pacific,Taiwan,Penghu,Wang-an,2010,4-Jun-10,4,Bleaching (% of population),0,0,0,0,FALSE,,0,297.93,298.36,297.93,289.23,304.42,2.52,4,0.33,2.52,0,-8.64,6.49,19,4.13,29,20,3.5,13.52,46.94,12.17,0.33,2.52,-8.8,6.38,-0.09,19,4.2,29,19,3.51,12.9,45.27,11.51,ERG056,381,0.021969696,119.5136111,23.25527778
119.30.49E.23.15.19N,South Beach at Dongyuping,Pacific,Taiwan,Penghu,Wang-an,2010,4-Jun-10,6,Bleaching (% of population),0,0,0,0,FALSE,,0,297.93,298.36,297.93,289.23,304.42,2.52,4,0.33,2.52,0,-8.64,6.49,19,4.13,29,20,3.5,13.52,46.94,12.17,0.33,2.52,-8.8,6.38,-0.09,19,4.2,29,19,3.51,12.9,45.27,11.51,ERG056,381,0.021969696,119.5136111,23.25527778
121.11.20E.22.49.47N,Middle Shanyuan Bay,Pacific,Taiwan,Taitung,Beinan,2010,14-Aug-10,4.5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,301.1566667,299.6666667,295.1,304.2433333,1.776666667,4,-0.64,0.856666667,0,-2.973333333,2.736666667,5,5.646666667,27.33333333,6,0.716666667,3.013333333,17.24,2.096666667,-0.656666667,1.776666667,-6.706666667,2.416666667,-2.133333333,1.666666667,1.093333333,5,0,0,0.766666667,6.196666667,0.233333333,ERG056,381,0.029772727,121.1888889,22.82972222
149.26.757W.23.24.308S,Mahu,Pacific,French Polynesia,Austral Archipelago,Tubuai,2009,10-Oct-09,1,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,296.0485714,297.69,293.3228571,302.3842857,1.668571429,8,-0.167142857,0.894285714,0,-3.852857143,3.051428571,15.57142857,5.581428571,26,6,0,3.244285714,18.09857143,2.242857143,-3.847142857,1.668571429,-6.565714286,2.478571429,-2.195714286,3.428571429,1.892857143,8.428571429,1,0,1.49,13.54285714,0.412857143,ERG114,153,0.026464646,-149.4459444,-23.40513889
103.15.38E.5.13.59N,"Coral Garden 1, Kapas",Pacific,Malaysia,Terengganu,Marang,2010,28-Sep-10,5.5,Bleaching (% of population),5,10,15,10,FALSE,,10,302.13,303.61,302.11,298,306.34,1.25,1,1.19,0.96,0,-3.8,3.25,22,6,28,7,2.07,3.38,17.26,2.49,0.23,1.25,-5.38,2.96,-1.26,4,1.58,7,1,0,1,7.65,0.33,ERG049,503,0.01580808,103.2605556,5.233055556
103.15.37E.5.13.56N,"Coral Garden 3, Kapas",Pacific,Malaysia,Terengganu,Marang,2010,28-Sep-10,8.5,Bleaching (% of population),5,5,5,5,FALSE,,5,302.13,303.61,302.11,298,306.34,1.25,1,1.19,0.96,0,-3.8,3.25,22,6,28,7,2.07,3.38,17.26,2.49,0.23,1.25,-5.38,2.96,-1.26,4,1.58,7,1,0,1,7.65,0.33,ERG049,503,0.01580808,103.2602778,5.232222222
103.16.9E.5.13.37N,"Silent Reef, Kapas",Pacific,Malaysia,Terengganu,Marang,2010,28-Sep-10,8,Bleaching (% of population),10,10,10,10,FALSE,,10,302.13,303.61,302.11,298,306.34,1.25,1,1.19,0.96,0,-3.8,3.25,22,6,28,7,2.07,3.38,17.26,2.49,0.23,1.25,-5.38,2.96,-1.26,4,1.58,7,1,0,1,7.65,0.33,ERG049,503,0.01580808,103.2691667,5.226944444
104.6.48E.2.54.13N,Batu Malang,Pacific,Malaysia,Pahang,Tioman,2010,28-Sep-10,6.5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.17,303.72,301.8,297.54,305.42,1.29,1,1.48,0.92,0,-3.44,3.52,26,6.27,30,6,9.84,3.71,30.74,2.33,0.51,1.29,-5.67,2.21,-1.4,3,1.48,7,1,0,1.08,8.35,0.37,ERG049,503,0.016111111,104.1133333,2.903611111
104.8.7.5E.2.48.33.7N,Renggis Island North Side,Pacific,Malaysia,Pahang,Tioman Island,2010,22-Apr-10,6,Bleaching (% of population),20,5,30,5,TRUE,no site description,15,262.15,304.425,301.8275,296.9725,305.6625,1.285,2,1.335,0.94,0,-3.7475,3.7025,12.75,6.9375,35.75,6.75,12.2625,3.6675,18.9625,2.41,1.2175,1.285,-6.2225,2.4525,-1.365,0.75,1.9275,10,1,0.81,1.1875,8.535,0.4075,ERG049,503,0.016111111,104.1354167,2.809361111
104.3.6E.2.53.53N,Sepoi,Pacific,Malaysia,Pahang,Tioman,2010,28-Sep-10,6.5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.1,304.09,301.77,297.26,305.82,1.32,1,1.79,0.92,0,-4.15,4.04,31,6.12,35,6,17.03,3.34,18.05,2.28,0.87,1.32,-5.96,2.59,-1.44,4,1.53,7,1,0,1.03,6.37,0.38,ERG049,503,0.016111111,104.0516667,2.898055556
NSTomok,Tomok,Pacific,Malaysia,Pahang,Tioman Island,2010,23-Apr-10,6,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,262.15,304.425,301.8275,296.9725,305.6625,1.285,2,1.335,0.94,0,-3.7475,3.7025,12.75,6.9375,35.75,6.75,12.2625,3.6675,18.9625,2.41,1.2175,1.285,-6.2225,2.4525,-1.365,0.75,1.9275,10,1,0.81,1.1875,8.535,0.4075,ERG049,503,0.016111111,104.1230278,2.792388889
103.16.6E.5.12.32N,"Teluk Jawa, Kapas",Pacific,Malaysia,Terengganu,Marang,2010,27-Sep-10,5,Bleaching (% of population),5,5,5,5,FALSE,,5,302.13,303.61,302.11,298,306.34,1.25,1,1.19,0.96,0,-3.8,3.25,22,6,28,7,2.07,3.38,17.26,2.49,0.23,1.25,-5.38,2.96,-1.26,4,1.58,7,1,0,1,7.65,0.33,ERG049,503,0.01580808,103.2683333,5.208888889
NSRadisson,Radisson,Pacific,French Polynesia,Society Archipelago,Tahiti,2009,1-Aug-09,2,Bleaching (% of population),0,0,0,0,FALSE,,0,299.36,299.59,300.73,297.25,304.82,1.14,4,0.15,0.65,0,-2.49,2.85,0,2.61,10,2,0,1.7,9.83,0.91,-2.38,1.14,-4.73,2.83,-1.24,0,1.44,7,0,0,0.96,9.27,0.29,ERG115,177,0.006111111,-149.5098611,-17.51755556
99.50.429E.10.4.312N,Aow Leuk,Pacific,Thailand,Suratthani,Koh Tao,2011,27-Jan-11,5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.12,300.33,302.01,297.17,306.92,1.35,6,-0.41,0.99,0,-3.63,4.13,27,5.92,29,7,1.06,3.96,26.72,2.81,-3.2,1.35,-6.35,3.38,-1.51,9,2.11,9,1,0,1.86,20.05,0.54,ERG050,417,0.016363636,99.84047222,10.07186111
99.50.429E.10.4.312N,Aow Leuk,Pacific,Thailand,Suratthani,Koh Tao,2011,27-Jan-11,7.5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.12,300.33,302.01,297.17,306.92,1.35,6,-0.41,0.99,0,-3.63,4.13,27,5.92,29,7,1.06,3.96,26.72,2.81,-3.2,1.35,-6.35,3.38,-1.51,9,2.11,9,1,0,1.86,20.05,0.54,ERG050,417,0.016363636,99.84047222,10.07186111
149.36.157W.17.39.383S,Otaha,Pacific,French Polynesia,Tahiti,Punaauia,2010,28-Dec-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.71,301.31,300.74,297.05,304.57,1.12,7,0.16,0.62,0,-2.76,2.58,2,2.91,13,2,1.02,1.85,15.83,0.77,-0.74,1.12,-5,2.51,-1.3,0,1.36,5,0,0,0.99,7.81,0.21,ERG115,177,0.006111111,-149.6026111,-17.65638889
149.36.157W.17.39.383S,Otaha,Pacific,French Polynesia,Tahiti,Punaauia,2009,28-Dec-09,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.71,301.97,300.74,297.05,304.57,1.12,4,0.8,0.62,0,-2.76,2.58,6,2.91,13,2,7.41,1.85,15.83,0.77,-0.08,1.12,-5,2.51,-1.3,0,1.36,5,0,0,0.99,7.81,0.21,ERG115,177,0.006111111,-149.6026111,-17.65638889
NSMataihu Toa,Mataihu Toa,Pacific,French Polynesia,Ambiers Archipelago,Mangareva,2008,23-Nov-08,1,Bleaching (% of population),0,0,0,0,FALSE,,0,299.05,296.76,298.06,294.36,303.11,1.67,8,-0.92,0.74,0,-3.3,3.01,5,3.33,14,4,2.35,2.17,13.66,1.33,-3.63,1.67,-6.02,2.72,-2.32,0,1.49,8,0,0,1.03,10.07,0.22,ERG116,117,0.009292929,-135.0012778,-23.12341667
149.36.51W.17.38.46.8S,Hart,Pacific,French Polynesia,Society Islands,Punaauia,2009,29-Dec-09,2.5,Bleaching (% of population),0,0,0,1,FALSE,,0.25,301.74,301.84,300.73,297.05,304.5,1.12,4,0.64,0.62,0,-2.63,2.64,6,2.7,11,2,9.63,1.69,9.63,0.86,-0.17,1.12,-4.96,2.49,-1.27,0,1.25,4,0,0,0.88,6.61,0.22,ERG115,177,0.006111111,-149.6141667,-17.64633333
134.57.987W.23.08.208S,12 Apotres,Pacific,French Polynesia,Ambiers Archipeligo,Mangareva,2008,23-Nov-08,1,Bleaching (% of population),0,0,0,0,FALSE,,0,299.06,297.29,298.02,294.1,302.69,1.71,8,-0.4,0.73,0,-3.13,3.02,5,3.16,14,3,2.09,2,12.69,1.25,-3.14,1.71,-6.32,2.25,-2.4,0,1.29,7,0,0,0.9,8.67,0.21,ERG116,117,0.008434343,-134.9664444,-23.13680556
99.50.099E.10.7.366N,Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2011,20-Jan-11,5.5,Bleaching (% of population),0,0,1,0,FALSE,,0.25,301.82,300.4,302.06,297.17,306.79,1.35,6,-0.19,0.99,0,-3.7,3.76,22,5.81,26,7,2.63,3.86,24.69,2.71,-3.2,1.35,-6.42,3.18,-1.53,8,1.87,8,1,0,1.74,18.26,0.51,ERG050,417,0.016363636,99.83497222,10.12277778
99.50.099E.10.7.366N,Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2011,20-Jan-11,9.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.82,300.4,302.06,297.17,306.79,1.35,6,-0.19,0.99,0,-3.7,3.76,22,5.81,26,7,2.63,3.86,24.69,2.71,-3.2,1.35,-6.42,3.18,-1.53,8,1.87,8,1,0,1.74,18.26,0.51,ERG050,417,0.016363636,99.83497222,10.12277778
120.21.29E.22.20.15N,Geban Bay,Pacific,Taiwan,Pintung,Liuqiu,2010,4-Oct-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,299.49,301.39,299.71,294.17,304.16,2.12,6,0.31,0.87,0,-5.36,2.75,8,4.68,24,6,4.99,2.45,12.15,2.09,-0.87,2.12,-8.09,1.89,-2.54,3,1.29,4,1,3.52,0.91,5.92,0.33,ERG056,381,0.027373737,120.3580556,22.3375
121.49.333E.25.8.178N,Fanzaiao,Pacific,Taiwan,Taipei County,,2010,17-Jul-10,5.1,Bleaching (% of population),0,0,0,0,FALSE,,0,300.78,300.91,296.67,289.57,303.73,3.36,4,-0.12,1.15,0,-4.22,5.45,5,5.64,24,9,1.17,5.14,35.04,3.69,-0.25,3.36,-11.59,2.56,-4.48,1,1.32,5,1,0,1.11,8.36,0.38,ERG056,381,0.034217171,121.8222222,25.13630556
121.49.333E.25.8.178N,Fanzaiao,Pacific,Taiwan,Taipei County,,2010,17-Jul-10,8.1,Bleaching (% of population),0,0,0,0,FALSE,,0,300.78,300.91,296.67,289.57,303.73,3.36,4,-0.12,1.15,0,-4.22,5.45,5,5.64,24,9,1.17,5.14,35.04,3.69,-0.25,3.36,-11.59,2.56,-4.48,1,1.32,5,1,0,1.11,8.36,0.38,ERG056,381,0.034217171,121.8222222,25.13630556
121.42.8E.25.11.35N,Yehliu Geopark,Pacific,Taiwan,Taipei,Wanli,2010,4-Jul-10,6.1,Bleaching (% of population),0,0,0,0,FALSE,,0,301.1,302.2,296.49,289.32,303.48,3.54,6,1.44,1.13,0,-3.08,5.56,10,6.16,26,8,0,5.88,42.13,3.51,1,3.54,-11.88,2.27,-4.7,1,1.38,8,1,0,0.96,7.51,0.34,ERG056,381,0.034217171,121.7022222,25.19305556
45.4.28.5E.12.54.20.88S,Boueni Village,Indian,France,Mayotte,Boueni,2010,29-Nov-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.93,300.95,300.65,296.5,304.86,1.62,3,-0.16,0.72,0,-3.1,3.17,11,3.54,17,3,1.08,2.33,18.14,1.2,-1.43,1.62,-5.87,2.48,-1.72,8,2.48,12,1,0,1.69,16.97,0.54,ERG013,343,0.031616161,45.07458333,-12.90580556
45.14.12.81E.12.49.1.96S,Reserve Naturelle de Mbouzi,Indian,France,Mayotte,Mamoudzou,2010,27-Nov-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.83,302.61,300.71,296.82,304.98,1.58,2,1.54,0.76,0,-2.94,3.23,17,4.71,20,4,2.38,2.58,17.41,1.54,0.19,1.58,-5.59,2.55,-1.7,9,2.78,13,1,0,1.54,13.41,0.58,ERG013,343,0.031616161,45.23688889,-12.81722222
45.12.46E.12.53.38.9S,Sakouli,Indian,France,Mayotte,Bandrele,2010,28-Nov-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,301.77,301.04,300.67,296.33,304.29,1.56,2,0.05,0.71,0,-3.42,2.47,14,3.67,17,3,1.06,2.07,12.86,1.24,-1.37,1.56,-6.07,1.87,-1.73,6,1.87,9,1,0,1.14,9.61,0.43,ERG013,343,0.031616161,45.21280556,-12.89413889
117.55.775E.6.31.224N,Bimbo Rock,Pacific,Malaysia,Sabah,Sandakan,2010,16-Jul-10,14,Bleaching (% of population),5,0,12,0,FALSE,,4.25,303.02,303.05,302.22,297.48,305.81,1.23,2,0.11,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,-0.02,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9295833,6.520388889
NSFroggieFort,Froggie Fort,Pacific,Malaysia,Sabah,Sandakan,2010,21-Jun-10,14.5,Bleaching (% of population),6,33,5,0,FALSE,,11,302.93,303.25,302.22,297.48,305.81,1.23,4,0.24,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,0.18,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9056111,6.513444444
NSJawfish,Jawfish,Pacific,Malaysia,Sabah,Sandakan,2010,30-Jun-10,14.1,Bleaching (% of population),0,0,5,0,FALSE,,1.25,303.04,302.46,302.27,297.85,305.83,1.25,2,-0.53,0.87,0,-3.32,2.85,7,4.41,18,6,7.2,2.72,16.3,2.04,-0.69,1.25,-5.29,2.67,-0.87,3,2.31,10,2,5.76,1.55,11,0.78,ERG045,567,0.009444444,117.9111667,6.486361111
NSKensRock,Ken's Rock,Pacific,Malaysia,Sabah,Sandakan,2010,7-Aug-10,12.2,Bleaching (% of population),0,6,0,5,FALSE,,2.75,303.07,303.37,302.22,297.48,305.81,1.23,4,0.41,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,0.29,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9275278,6.506527778
117.53.593E.6.28.998N,Mel's Rock,Pacific,Malaysia,Sabah,Sandakan,2010,17-Jun-10,13.1,Bleaching (% of population),6,0,0,0,FALSE,,1.5,302.97,303.35,302.3,296.76,305.52,1.24,4,0.25,0.86,0,-3.94,2.73,7,4.51,19,6,7.68,2.46,13.22,1.95,0.18,1.24,-6.4,2.34,-0.86,3,2.04,9,2,5.45,1.3,7.18,0.65,ERG045,567,0.009444444,117.8932222,6.483305556
